Year,Datetime,Stage,Stadium,City,HomeTeamName,HomeTeamGoals,AwayTeamGoals,AwayTeamName,Winconditions,Attendance,HalftimeHomeGoals,HalftimeAwayGoals,Referee,Assistant1,Assistant2,RoundID,MatchID,HomeTeamInitials,AwayTeamInitials
1938,1938-06-19 17:00,Match for third place,Stade du Parc Lescure,Bordeaux,Brazil,4,2,Sweden,,12000,1,2,LANGENUS JEAN (BEL),OLIVE D. (FRA),VALPREDE FERDINAND (FRA),3488,1151,BRA,SWE
1938,1938-06-19 17:00,Final,Stade Olympique,Colombes,Italy,4,2,Hungary,,45000,3,1,CAPDEVILLE GEORGES (FRA),WUETHRICH HANS (SUI),KRIST GUSTAV (TCH),3487,1174,ITA,HUN
1950,1950-06-24 15:00,Group 1,Maracan� - Est�dio Jornalista M�rio Filho,Rio De Janeiro,Brazil,4,0,Mexico,,81649,1,0,READER GEORGE (ENG),GRIFFITHS BENJAMIN (WAL),MITCHELL GEORGE (SCO),208,1187,BRA,MEX
1950,1950-06-25 15:00,Group 2,Maracan� - Est�dio Jornalista M�rio Filho,Rio De Janeiro,England,2,0,Chile,,29703,1,0,VAN DER MEER KAREL (NED),GARDELLI MARIO (BRA),DAHLNER GUNNAR (SWE),208,1192,ENG,CHI
1950,1950-06-25 15:00,Group 2,Durival de Brito,Curitiba,Spain,3,1,USA,,9511,0,1,VIANA MARIO (BRA),DA COSTA VIEIRA JOSE (POR),DE LA SALLE CHARLES (FRA),208,1208,ESP,USA
1950,1950-06-25 15:00,Group 3,Pacaembu,Sao Paulo,Sweden,3,2,Italy,,36502,2,1,LUTZ JEAN (SUI),BERANEK ALOIS (AUT),TEJADA CARLOS (MEX),208,1219,SWE,ITA
1950,1950-06-25 15:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,,7336,0,0,GALEATI GIOVANNI (ITA),EKLIND IVAN (SWE),DATTILO GENEROSO (ITA),208,1230,YUG,SUI
1950,1950-06-28 15:00,Group 1,Pacaembu,Sao Paulo,Brazil,2,2,Switzerland,,42032,2,1,AZON ROMA RAMON (ESP),BUSTAMANTE SERGIO (CHI),DE NICOLA CAYETANO (PAR),208,1188,BRA,SUI
1950,1950-06-28 15:00,Group 1,Eucaliptos,Porto Alegre,Yugoslavia,4,1,Mexico,,11078,2,0,LEAFE REGINALD (ENG),DAHLNER GUNNAR (SWE),VAN DER MEER KAREL (NED),208,1225,YUG,MEX
1950,1950-06-29 15:00,Group 2,Maracan� - Est�dio Jornalista M�rio Filho,Rio De Janeiro,Spain,2,0,Chile,,19790,2,0,MALCHER ALBERTO (BRA),MARINO ESTEBAN (URU),ALVAREZ ALFREDO (BOL),208,1193,ESP,CHI
